experiment,folder,instance_id,scale_group,seed,w_num,l_num,n_required_totes,orders_num,robot_num,picking_station_num,file
main_experiments,main_experiments/small/I-2,I-2,small,5,2,4,4,3,3,2,data/generated_instances/main_experiments/small/I-2/seed_5.json
main_experiments,main_experiments/small/I-2,I-2,small,6,2,4,4,3,3,2,data/generated_instances/main_experiments/small/I-2/seed_6.json
main_experiments,main_experiments/small/I-2,I-2,small,7,2,4,4,3,3,2,data/generated_instances/main_experiments/small/I-2/seed_7.json
main_experiments,main_experiments/small/I-2,I-2,small,8,2,4,4,3,3,2,data/generated_instances/main_experiments/small/I-2/seed_8.json
main_experiments,main_experiments/small/I-2,I-2,small,9,2,4,4,3,3,2,data/generated_instances/main_experiments/small/I-2/seed_9.json
main_experiments,main_experiments/small/I-3,I-3,small,0,2,4,6,3,3,2,data/generated_instances/main_experiments/small/I-3/seed_0.json
main_experiments,main_experiments/small/I-3,I-3,small,1,2,4,6,3,3,2,data/generated_instances/main_experiments/small/I-3/seed_1.json
main_experiments,main_experiments/small/I-3,I-3,small,2,2,4,6,3,3,2,data/generated_instances/main_experiments/small/I-3/seed_2.json
main_experiments,main_experiments/small/I-3,I-3,small,3,2,4,6,3,3,2,data/generated_instances/main_experiments/small/I-3/seed_3.json
main_experiments,main_experiments/small/I-3,I-3,small,4,2,4,6,3,3,2,data/generated_instances/main_experiments/small/I-3/seed_4.json
main_experiments,main_experiments/small/I-3,I-3,small,5,2,4,6,3,3,2,data/generated_instances/main_experiments/small/I-3/seed_5.json
main_experiments,main_experiments/small/I-3,I-3,small,6,2,4,6,3,3,2,data/generated_instances/main_experiments/small/I-3/seed_6.json
main_experiments,main_experiments/small/I-3,I-3,small,7,2,4,6,3,3,2,data/generated_instances/main_experiments/small/I-3/seed_7.json
main_experiments,main_experiments/small/I-3,I-3,small,8,2,4,6,3,3,2,data/generated_instances/main_experiments/small/I-3/seed_8.json
main_experiments,main_experiments/small/I-3,I-3,small,9,2,4,6,3,3,2,data/generated_instances/main_experiments/small/I-3/seed_9.json
main_experiments,main_experiments/small/I-4,I-4,small,0,4,4,8,6,6,4,data/generated_instances/main_experiments/small/I-4/seed_0.json
main_experiments,main_experiments/small/I-4,I-4,small,1,4,4,8,6,6,4,data/generated_instances/main_experiments/small/I-4/seed_1.json
main_experiments,main_experiments/small/I-4,I-4,small,2,4,4,8,6,6,4,data/generated_instances/main_experiments/small/I-4/seed_2.json
main_experiments,main_experiments/small/I-4,I-4,small,3,4,4,8,6,6,4,data/generated_instances/main_experiments/small/I-4/seed_3.json
main_experiments,main_experiments/small/I-4,I-4,small,4,4,4,8,6,6,4,data/generated_instances/main_experiments/small/I-4/seed_4.json
main_experiments,main_experiments/small/I-4,I-4,small,5,4,4,8,6,6,4,data/generated_instances/main_experiments/small/I-4/seed_5.json
main_experiments,main_experiments/small/I-4,I-4,small,6,4,4,8,6,6,4,data/generated_instances/main_experiments/small/I-4/seed_6.json
main_experiments,main_experiments/small/I-4,I-4,small,7,4,4,8,6,6,4,data/generated_instances/main_experiments/small/I-4/seed_7.json
main_experiments,main_experiments/small/I-4,I-4,small,8,4,4,8,6,6,4,data/generated_instances/main_experiments/small/I-4/seed_8.json
main_experiments,main_experiments/small/I-4,I-4,small,9,4,4,8,6,6,4,data/generated_instances/main_experiments/small/I-4/seed_9.json
main_experiments,main_experiments/small/I-5,I-5,small,0,4,4,10,6,6,4,data/generated_instances/main_experiments/small/I-5/seed_0.json
main_experiments,main_experiments/small/I-5,I-5,small,1,4,4,10,6,6,4,data/generated_instances/main_experiments/small/I-5/seed_1.json
main_experiments,main_experiments/small/I-5,I-5,small,2,4,4,10,6,6,4,data/generated_instances/main_experiments/small/I-5/seed_2.json
main_experiments,main_experiments/small/I-5,I-5,small,3,4,4,10,6,6,4,data/generated_instances/main_experiments/small/I-5/seed_3.json
main_experiments,main_experiments/small/I-5,I-5,small,4,4,4,10,6,6,4,data/generated_instances/main_experiments/small/I-5/seed_4.json
main_experiments,main_experiments/small/I-5,I-5,small,5,4,4,10,6,6,4,data/generated_instances/main_experiments/small/I-5/seed_5.json
main_experiments,main_experiments/small/I-5,I-5,small,6,4,4,10,6,6,4,data/generated_instances/main_experiments/small/I-5/seed_6.json
main_experiments,main_experiments/small/I-5,I-5,small,7,4,4,10,6,6,4,data/generated_instances/main_experiments/small/I-5/seed_7.json
main_experiments,main_experiments/small/I-5,I-5,small,8,4,4,10,6,6,4,data/generated_instances/main_experiments/small/I-5/seed_8.json
main_experiments,main_experiments/small/I-5,I-5,small,9,4,4,10,6,6,4,data/generated_instances/main_experiments/small/I-5/seed_9.json
main_experiments,main_experiments/small/I-6,I-6,small,0,4,4,12,6,6,4,data/generated_instances/main_experiments/small/I-6/seed_0.json
main_experiments,main_experiments/small/I-6,I-6,small,1,4,4,12,6,6,4,data/generated_instances/main_experiments/small/I-6/seed_1.json
main_experiments,main_experiments/small/I-6,I-6,small,2,4,4,12,6,6,4,data/generated_instances/main_experiments/small/I-6/seed_2.json
main_experiments,main_experiments/small/I-6,I-6,small,3,4,4,12,6,6,4,data/generated_instances/main_experiments/small/I-6/seed_3.json
main_experiments,main_experiments/small/I-6,I-6,small,4,4,4,12,6,6,4,data/generated_instances/main_experiments/small/I-6/seed_4.json
main_experiments,main_experiments/small/I-6,I-6,small,5,4,4,12,6,6,4,data/generated_instances/main_experiments/small/I-6/seed_5.json
main_experiments,main_experiments/small/I-6,I-6,small,6,4,4,12,6,6,4,data/generated_instances/main_experiments/small/I-6/seed_6.json
main_experiments,main_experiments/small/I-6,I-6,small,7,4,4,12,6,6,4,data/generated_instances/main_experiments/small/I-6/seed_7.json
main_experiments,main_experiments/small/I-6,I-6,small,8,4,4,12,6,6,4,data/generated_instances/main_experiments/small/I-6/seed_8.json
main_experiments,main_experiments/small/I-6,I-6,small,9,4,4,12,6,6,4,data/generated_instances/main_experiments/small/I-6/seed_9.json
main_experiments,main_experiments/small/I-7,I-7,small,0,6,4,14,9,9,6,data/generated_instances/main_experiments/small/I-7/seed_0.json
main_experiments,main_experiments/small/I-7,I-7,small,1,6,4,14,9,9,6,data/generated_instances/main_experiments/small/I-7/seed_1.json
main_experiments,main_experiments/small/I-7,I-7,small,2,6,4,14,9,9,6,data/generated_instances/main_experiments/small/I-7/seed_2.json
main_experiments,main_experiments/small/I-7,I-7,small,3,6,4,14,9,9,6,data/generated_instances/main_experiments/small/I-7/seed_3.json
main_experiments,main_experiments/small/I-7,I-7,small,4,6,4,14,9,9,6,data/generated_instances/main_experiments/small/I-7/seed_4.json
main_experiments,main_experiments/small/I-7,I-7,small,5,6,4,14,9,9,6,data/generated_instances/main_experiments/small/I-7/seed_5.json
main_experiments,main_experiments/small/I-7,I-7,small,6,6,4,14,9,9,6,data/generated_instances/main_experiments/small/I-7/seed_6.json
main_experiments,main_experiments/small/I-7,I-7,small,7,6,4,14,9,9,6,data/generated_instances/main_experiments/small/I-7/seed_7.json
main_experiments,main_experiments/small/I-7,I-7,small,8,6,4,14,9,9,6,data/generated_instances/main_experiments/small/I-7/seed_8.json
main_experiments,main_experiments/small/I-7,I-7,small,9,6,4,14,9,9,6,data/generated_instances/main_experiments/small/I-7/seed_9.json
main_experiments,main_experiments/small/I-8,I-8,small,0,6,4,16,9,9,6,data/generated_instances/main_experiments/small/I-8/seed_0.json
main_experiments,main_experiments/small/I-8,I-8,small,1,6,4,16,9,9,6,data/generated_instances/main_experiments/small/I-8/seed_1.json
main_experiments,main_experiments/small/I-8,I-8,small,2,6,4,16,9,9,6,data/generated_instances/main_experiments/small/I-8/seed_2.json
main_experiments,main_experiments/small/I-8,I-8,small,3,6,4,16,9,9,6,data/generated_instances/main_experiments/small/I-8/seed_3.json
main_experiments,main_experiments/small/I-8,I-8,small,4,6,4,16,9,9,6,data/generated_instances/main_experiments/small/I-8/seed_4.json
main_experiments,main_experiments/small/I-8,I-8,small,5,6,4,16,9,9,6,data/generated_instances/main_experiments/small/I-8/seed_5.json
main_experiments,main_experiments/small/I-8,I-8,small,6,6,4,16,9,9,6,data/generated_instances/main_experiments/small/I-8/seed_6.json
main_experiments,main_experiments/small/I-8,I-8,small,7,6,4,16,9,9,6,data/generated_instances/main_experiments/small/I-8/seed_7.json
main_experiments,main_experiments/small/I-8,I-8,small,8,6,4,16,9,9,6,data/generated_instances/main_experiments/small/I-8/seed_8.json
main_experiments,main_experiments/small/I-8,I-8,small,9,6,4,16,9,9,6,data/generated_instances/main_experiments/small/I-8/seed_9.json
main_experiments,main_experiments/small/I-9,I-9,small,0,6,4,18,9,9,6,data/generated_instances/main_experiments/small/I-9/seed_0.json
main_experiments,main_experiments/small/I-9,I-9,small,1,6,4,18,9,9,6,data/generated_instances/main_experiments/small/I-9/seed_1.json
main_experiments,main_experiments/small/I-9,I-9,small,2,6,4,18,9,9,6,data/generated_instances/main_experiments/small/I-9/seed_2.json
main_experiments,main_experiments/small/I-9,I-9,small,3,6,4,18,9,9,6,data/generated_instances/main_experiments/small/I-9/seed_3.json
main_experiments,main_experiments/small/I-9,I-9,small,4,6,4,18,9,9,6,data/generated_instances/main_experiments/small/I-9/seed_4.json
main_experiments,main_experiments/small/I-9,I-9,small,5,6,4,18,9,9,6,data/generated_instances/main_experiments/small/I-9/seed_5.json
main_experiments,main_experiments/small/I-9,I-9,small,6,6,4,18,9,9,6,data/generated_instances/main_experiments/small/I-9/seed_6.json
main_experiments,main_experiments/small/I-9,I-9,small,7,6,4,18,9,9,6,data/generated_instances/main_experiments/small/I-9/seed_7.json
main_experiments,main_experiments/small/I-9,I-9,small,8,6,4,18,9,9,6,data/generated_instances/main_experiments/small/I-9/seed_8.json
main_experiments,main_experiments/small/I-9,I-9,small,9,6,4,18,9,9,6,data/generated_instances/main_experiments/small/I-9/seed_9.json
main_experiments,main_experiments/medium/II-1,II-1,medium,0,6,8,20,10,4,2,data/generated_instances/main_experiments/medium/II-1/seed_0.json
main_experiments,main_experiments/medium/II-1,II-1,medium,1,6,8,20,10,4,2,data/generated_instances/main_experiments/medium/II-1/seed_1.json
main_experiments,main_experiments/medium/II-1,II-1,medium,2,6,8,20,10,4,2,data/generated_instances/main_experiments/medium/II-1/seed_2.json
main_experiments,main_experiments/medium/II-1,II-1,medium,3,6,8,20,10,4,2,data/generated_instances/main_experiments/medium/II-1/seed_3.json
main_experiments,main_experiments/medium/II-1,II-1,medium,4,6,8,20,10,4,2,data/generated_instances/main_experiments/medium/II-1/seed_4.json
main_experiments,main_experiments/medium/II-1,II-1,medium,5,6,8,20,10,4,2,data/generated_instances/main_experiments/medium/II-1/seed_5.json
main_experiments,main_experiments/medium/II-1,II-1,medium,6,6,8,20,10,4,2,data/generated_instances/main_experiments/medium/II-1/seed_6.json
main_experiments,main_experiments/medium/II-1,II-1,medium,7,6,8,20,10,4,2,data/generated_instances/main_experiments/medium/II-1/seed_7.json
main_experiments,main_experiments/medium/II-1,II-1,medium,8,6,8,20,10,4,2,data/generated_instances/main_experiments/medium/II-1/seed_8.json
main_experiments,main_experiments/medium/II-1,II-1,medium,9,6,8,20,10,4,2,data/generated_instances/main_experiments/medium/II-1/seed_9.json
main_experiments,main_experiments/medium/II-2,II-2,medium,0,6,8,25,15,6,3,data/generated_instances/main_experiments/medium/II-2/seed_0.json
main_experiments,main_experiments/medium/II-2,II-2,medium,1,6,8,25,15,6,3,data/generated_instances/main_experiments/medium/II-2/seed_1.json
main_experiments,main_experiments/medium/II-2,II-2,medium,2,6,8,25,15,6,3,data/generated_instances/main_experiments/medium/II-2/seed_2.json
main_experiments,main_experiments/medium/II-2,II-2,medium,3,6,8,25,15,6,3,data/generated_instances/main_experiments/medium/II-2/seed_3.json
main_experiments,main_experiments/medium/II-2,II-2,medium,4,6,8,25,15,6,3,data/generated_instances/main_experiments/medium/II-2/seed_4.json
main_experiments,main_experiments/medium/II-2,II-2,medium,5,6,8,25,15,6,3,data/generated_instances/main_experiments/medium/II-2/seed_5.json
main_experiments,main_experiments/medium/II-2,II-2,medium,6,6,8,25,15,6,3,data/generated_instances/main_experiments/medium/II-2/seed_6.json
main_experiments,main_experiments/medium/II-2,II-2,medium,7,6,8,25,15,6,3,data/generated_instances/main_experiments/medium/II-2/seed_7.json
main_experiments,main_experiments/medium/II-2,II-2,medium,8,6,8,25,15,6,3,data/generated_instances/main_experiments/medium/II-2/seed_8.json
main_experiments,main_experiments/medium/II-2,II-2,medium,9,6,8,25,15,6,3,data/generated_instances/main_experiments/medium/II-2/seed_9.json
main_experiments,main_experiments/medium/II-3,II-3,medium,0,6,8,30,20,8,4,data/generated_instances/main_experiments/medium/II-3/seed_0.json
main_experiments,main_experiments/medium/II-3,II-3,medium,1,6,8,30,20,8,4,data/generated_instances/main_experiments/medium/II-3/seed_1.json
main_experiments,main_experiments/medium/II-3,II-3,medium,2,6,8,30,20,8,4,data/generated_instances/main_experiments/medium/II-3/seed_2.json
main_experiments,main_experiments/medium/II-3,II-3,medium,3,6,8,30,20,8,4,data/generated_instances/main_experiments/medium/II-3/seed_3.json
main_experiments,main_experiments/medium/II-3,II-3,medium,4,6,8,30,20,8,4,data/generated_instances/main_experiments/medium/II-3/seed_4.json
main_experiments,main_experiments/medium/II-3,II-3,medium,5,6,8,30,20,8,4,data/generated_instances/main_experiments/medium/II-3/seed_5.json
main_experiments,main_experiments/medium/II-3,II-3,medium,6,6,8,30,20,8,4,data/generated_instances/main_experiments/medium/II-3/seed_6.json
main_experiments,main_experiments/medium/II-3,II-3,medium,7,6,8,30,20,8,4,data/generated_instances/main_experiments/medium/II-3/seed_7.json
main_experiments,main_experiments/medium/II-3,II-3,medium,8,6,8,30,20,8,4,data/generated_instances/main_experiments/medium/II-3/seed_8.json
main_experiments,main_experiments/medium/II-3,II-3,medium,9,6,8,30,20,8,4,data/generated_instances/main_experiments/medium/II-3/seed_9.json
main_experiments,main_experiments/medium/II-4,II-4,medium,0,8,8,35,25,10,5,data/generated_instances/main_experiments/medium/II-4/seed_0.json
main_experiments,main_experiments/medium/II-4,II-4,medium,1,8,8,35,25,10,5,data/generated_instances/main_experiments/medium/II-4/seed_1.json
main_experiments,main_experiments/medium/II-4,II-4,medium,2,8,8,35,25,10,5,data/generated_instances/main_experiments/medium/II-4/seed_2.json
main_experiments,main_experiments/medium/II-4,II-4,medium,3,8,8,35,25,10,5,data/generated_instances/main_experiments/medium/II-4/seed_3.json
main_experiments,main_experiments/medium/II-4,II-4,medium,4,8,8,35,25,10,5,data/generated_instances/main_experiments/medium/II-4/seed_4.json
main_experiments,main_experiments/medium/II-4,II-4,medium,5,8,8,35,25,10,5,data/generated_instances/main_experiments/medium/II-4/seed_5.json
main_experiments,main_experiments/medium/II-4,II-4,medium,6,8,8,35,25,10,5,data/generated_instances/main_experiments/medium/II-4/seed_6.json
main_experiments,main_experiments/medium/II-4,II-4,medium,7,8,8,35,25,10,5,data/generated_instances/main_experiments/medium/II-4/seed_7.json
main_experiments,main_experiments/medium/II-4,II-4,medium,8,8,8,35,25,10,5,data/generated_instances/main_experiments/medium/II-4/seed_8.json
main_experiments,main_experiments/medium/II-4,II-4,medium,9,8,8,35,25,10,5,data/generated_instances/main_experiments/medium/II-4/seed_9.json
main_experiments,main_experiments/medium/II-5,II-5,medium,0,8,8,40,30,12,6,data/generated_instances/main_experiments/medium/II-5/seed_0.json
main_experiments,main_experiments/medium/II-5,II-5,medium,1,8,8,40,30,12,6,data/generated_instances/main_experiments/medium/II-5/seed_1.json
main_experiments,main_experiments/medium/II-5,II-5,medium,2,8,8,40,30,12,6,data/generated_instances/main_experiments/medium/II-5/seed_2.json
main_experiments,main_experiments/medium/II-5,II-5,medium,3,8,8,40,30,12,6,data/generated_instances/main_experiments/medium/II-5/seed_3.json
main_experiments,main_experiments/medium/II-5,II-5,medium,4,8,8,40,30,12,6,data/generated_instances/main_experiments/medium/II-5/seed_4.json
main_experiments,main_experiments/medium/II-5,II-5,medium,5,8,8,40,30,12,6,data/generated_instances/main_experiments/medium/II-5/seed_5.json
main_experiments,main_experiments/medium/II-5,II-5,medium,6,8,8,40,30,12,6,data/generated_instances/main_experiments/medium/II-5/seed_6.json
main_experiments,main_experiments/medium/II-5,II-5,medium,7,8,8,40,30,12,6,data/generated_instances/main_experiments/medium/II-5/seed_7.json
main_experiments,main_experiments/medium/II-5,II-5,medium,8,8,8,40,30,12,6,data/generated_instances/main_experiments/medium/II-5/seed_8.json
main_experiments,main_experiments/medium/II-5,II-5,medium,9,8,8,40,30,12,6,data/generated_instances/main_experiments/medium/II-5/seed_9.json
main_experiments,main_experiments/medium/II-6,II-6,medium,0,8,8,45,35,14,7,data/generated_instances/main_experiments/medium/II-6/seed_0.json
main_experiments,main_experiments/medium/II-6,II-6,medium,1,8,8,45,35,14,7,data/generated_instances/main_experiments/medium/II-6/seed_1.json
main_experiments,main_experiments/medium/II-6,II-6,medium,2,8,8,45,35,14,7,data/generated_instances/main_experiments/medium/II-6/seed_2.json
main_experiments,main_experiments/medium/II-6,II-6,medium,3,8,8,45,35,14,7,data/generated_instances/main_experiments/medium/II-6/seed_3.json
main_experiments,main_experiments/medium/II-6,II-6,medium,4,8,8,45,35,14,7,data/generated_instances/main_experiments/medium/II-6/seed_4.json
main_experiments,main_experiments/medium/II-6,II-6,medium,5,8,8,45,35,14,7,data/generated_instances/main_experiments/medium/II-6/seed_5.json
main_experiments,main_experiments/medium/II-6,II-6,medium,6,8,8,45,35,14,7,data/generated_instances/main_experiments/medium/II-6/seed_6.json
main_experiments,main_experiments/medium/II-6,II-6,medium,7,8,8,45,35,14,7,data/generated_instances/main_experiments/medium/II-6/seed_7.json
main_experiments,main_experiments/medium/II-6,II-6,medium,8,8,8,45,35,14,7,data/generated_instances/main_experiments/medium/II-6/seed_8.json
main_experiments,main_experiments/medium/II-6,II-6,medium,9,8,8,45,35,14,7,data/generated_instances/main_experiments/medium/II-6/seed_9.json
main_experiments,main_experiments/medium/II-7,II-7,medium,0,10,8,50,40,16,8,data/generated_instances/main_experiments/medium/II-7/seed_0.json
main_experiments,main_experiments/medium/II-7,II-7,medium,1,10,8,50,40,16,8,data/generated_instances/main_experiments/medium/II-7/seed_1.json
main_experiments,main_experiments/medium/II-7,II-7,medium,2,10,8,50,40,16,8,data/generated_instances/main_experiments/medium/II-7/seed_2.json
main_experiments,main_experiments/medium/II-7,II-7,medium,3,10,8,50,40,16,8,data/generated_instances/main_experiments/medium/II-7/seed_3.json
main_experiments,main_experiments/medium/II-7,II-7,medium,4,10,8,50,40,16,8,data/generated_instances/main_experiments/medium/II-7/seed_4.json
main_experiments,main_experiments/medium/II-7,II-7,medium,5,10,8,50,40,16,8,data/generated_instances/main_experiments/medium/II-7/seed_5.json
main_experiments,main_experiments/medium/II-7,II-7,medium,6,10,8,50,40,16,8,data/generated_instances/main_experiments/medium/II-7/seed_6.json
main_experiments,main_experiments/medium/II-7,II-7,medium,7,10,8,50,40,16,8,data/generated_instances/main_experiments/medium/II-7/seed_7.json
main_experiments,main_experiments/medium/II-7,II-7,medium,8,10,8,50,40,16,8,data/generated_instances/main_experiments/medium/II-7/seed_8.json
main_experiments,main_experiments/medium/II-7,II-7,medium,9,10,8,50,40,16,8,data/generated_instances/main_experiments/medium/II-7/seed_9.json
main_experiments,main_experiments/medium/II-8,II-8,medium,0,10,8,55,45,18,9,data/generated_instances/main_experiments/medium/II-8/seed_0.json
main_experiments,main_experiments/medium/II-8,II-8,medium,1,10,8,55,45,18,9,data/generated_instances/main_experiments/medium/II-8/seed_1.json
main_experiments,main_experiments/medium/II-8,II-8,medium,2,10,8,55,45,18,9,data/generated_instances/main_experiments/medium/II-8/seed_2.json
main_experiments,main_experiments/medium/II-8,II-8,medium,3,10,8,55,45,18,9,data/generated_instances/main_experiments/medium/II-8/seed_3.json
main_experiments,main_experiments/medium/II-8,II-8,medium,4,10,8,55,45,18,9,data/generated_instances/main_experiments/medium/II-8/seed_4.json
main_experiments,main_experiments/medium/II-8,II-8,medium,5,10,8,55,45,18,9,data/generated_instances/main_experiments/medium/II-8/seed_5.json
main_experiments,main_experiments/medium/II-8,II-8,medium,6,10,8,55,45,18,9,data/generated_instances/main_experiments/medium/II-8/seed_6.json
main_experiments,main_experiments/medium/II-8,II-8,medium,7,10,8,55,45,18,9,data/generated_instances/main_experiments/medium/II-8/seed_7.json
main_experiments,main_experiments/medium/II-8,II-8,medium,8,10,8,55,45,18,9,data/generated_instances/main_experiments/medium/II-8/seed_8.json
main_experiments,main_experiments/medium/II-8,II-8,medium,9,10,8,55,45,18,9,data/generated_instances/main_experiments/medium/II-8/seed_9.json
main_experiments,main_experiments/medium/II-9,II-9,medium,0,10,8,60,50,20,10,data/generated_instances/main_experiments/medium/II-9/seed_0.json
main_experiments,main_experiments/medium/II-9,II-9,medium,1,10,8,60,50,20,10,data/generated_instances/main_experiments/medium/II-9/seed_1.json
main_experiments,main_experiments/medium/II-9,II-9,medium,2,10,8,60,50,20,10,data/generated_instances/main_experiments/medium/II-9/seed_2.json
main_experiments,main_experiments/medium/II-9,II-9,medium,3,10,8,60,50,20,10,data/generated_instances/main_experiments/medium/II-9/seed_3.json
main_experiments,main_experiments/medium/II-9,II-9,medium,4,10,8,60,50,20,10,data/generated_instances/main_experiments/medium/II-9/seed_4.json
main_experiments,main_experiments/medium/II-9,II-9,medium,5,10,8,60,50,20,10,data/generated_instances/main_experiments/medium/II-9/seed_5.json
main_experiments,main_experiments/medium/II-9,II-9,medium,6,10,8,60,50,20,10,data/generated_instances/main_experiments/medium/II-9/seed_6.json
main_experiments,main_experiments/medium/II-9,II-9,medium,7,10,8,60,50,20,10,data/generated_instances/main_experiments/medium/II-9/seed_7.json
main_experiments,main_experiments/medium/II-9,II-9,medium,8,10,8,60,50,20,10,data/generated_instances/main_experiments/medium/II-9/seed_8.json
main_experiments,main_experiments/medium/II-9,II-9,medium,9,10,8,60,50,20,10,data/generated_instances/main_experiments/medium/II-9/seed_9.json
main_experiments,main_experiments/large/III-1,III-1,large,0,10,12,60,50,10,5,data/generated_instances/main_experiments/large/III-1/seed_0.json
main_experiments,main_experiments/large/III-1,III-1,large,1,10,12,60,50,10,5,data/generated_instances/main_experiments/large/III-1/seed_1.json
main_experiments,main_experiments/large/III-1,III-1,large,2,10,12,60,50,10,5,data/generated_instances/main_experiments/large/III-1/seed_2.json
main_experiments,main_experiments/large/III-1,III-1,large,3,10,12,60,50,10,5,data/generated_instances/main_experiments/large/III-1/seed_3.json
main_experiments,main_experiments/large/III-1,III-1,large,4,10,12,60,50,10,5,data/generated_instances/main_experiments/large/III-1/seed_4.json
main_experiments,main_experiments/large/III-1,III-1,large,5,10,12,60,50,10,5,data/generated_instances/main_experiments/large/III-1/seed_5.json
main_experiments,main_experiments/large/III-1,III-1,large,6,10,12,60,50,10,5,data/generated_instances/main_experiments/large/III-1/seed_6.json
main_experiments,main_experiments/large/III-1,III-1,large,7,10,12,60,50,10,5,data/generated_instances/main_experiments/large/III-1/seed_7.json
main_experiments,main_experiments/large/III-1,III-1,large,8,10,12,60,50,10,5,data/generated_instances/main_experiments/large/III-1/seed_8.json
main_experiments,main_experiments/large/III-1,III-1,large,9,10,12,60,50,10,5,data/generated_instances/main_experiments/large/III-1/seed_9.json
main_experiments,main_experiments/large/III-2,III-2,large,0,10,12,80,60,15,5,data/generated_instances/main_experiments/large/III-2/seed_0.json
main_experiments,main_experiments/large/III-2,III-2,large,1,10,12,80,60,15,5,data/generated_instances/main_experiments/large/III-2/seed_1.json
main_experiments,main_experiments/large/III-2,III-2,large,2,10,12,80,60,15,5,data/generated_instances/main_experiments/large/III-2/seed_2.json
main_experiments,main_experiments/large/III-2,III-2,large,3,10,12,80,60,15,5,data/generated_instances/main_experiments/large/III-2/seed_3.json
main_experiments,main_experiments/large/III-2,III-2,large,4,10,12,80,60,15,5,data/generated_instances/main_experiments/large/III-2/seed_4.json
main_experiments,main_experiments/large/III-2,III-2,large,5,10,12,80,60,15,5,data/generated_instances/main_experiments/large/III-2/seed_5.json
main_experiments,main_experiments/large/III-2,III-2,large,6,10,12,80,60,15,5,data/generated_instances/main_experiments/large/III-2/seed_6.json
main_experiments,main_experiments/large/III-2,III-2,large,7,10,12,80,60,15,5,data/generated_instances/main_experiments/large/III-2/seed_7.json
main_experiments,main_experiments/large/III-2,III-2,large,8,10,12,80,60,15,5,data/generated_instances/main_experiments/large/III-2/seed_8.json
main_experiments,main_experiments/large/III-2,III-2,large,9,10,12,80,60,15,5,data/generated_instances/main_experiments/large/III-2/seed_9.json
main_experiments,main_experiments/large/III-3,III-3,large,0,10,12,100,70,20,5,data/generated_instances/main_experiments/large/III-3/seed_0.json
main_experiments,main_experiments/large/III-3,III-3,large,1,10,12,100,70,20,5,data/generated_instances/main_experiments/large/III-3/seed_1.json
main_experiments,main_experiments/large/III-3,III-3,large,2,10,12,100,70,20,5,data/generated_instances/main_experiments/large/III-3/seed_2.json
main_experiments,main_experiments/large/III-3,III-3,large,3,10,12,100,70,20,5,data/generated_instances/main_experiments/large/III-3/seed_3.json
main_experiments,main_experiments/large/III-3,III-3,large,4,10,12,100,70,20,5,data/generated_instances/main_experiments/large/III-3/seed_4.json
main_experiments,main_experiments/large/III-3,III-3,large,5,10,12,100,70,20,5,data/generated_instances/main_experiments/large/III-3/seed_5.json
main_experiments,main_experiments/large/III-3,III-3,large,6,10,12,100,70,20,5,data/generated_instances/main_experiments/large/III-3/seed_6.json
main_experiments,main_experiments/large/III-3,III-3,large,7,10,12,100,70,20,5,data/generated_instances/main_experiments/large/III-3/seed_7.json
main_experiments,main_experiments/large/III-3,III-3,large,8,10,12,100,70,20,5,data/generated_instances/main_experiments/large/III-3/seed_8.json
