experiment_type,record_level,w_num,l_num,totes_num,orders_num,picking_station_num,robot_num,regular_robot_num,reserved_robot_num,station_buffer_bound,regular_station_buffer_bound,reserved_station_buffer_bound,seed,solver_type,objective_type,emergency_tote_count,emergency_replications_per_configuration,emergency_arrival_ratio,emergency_arrival_time,regular_makespan_no_reservation,regular_makespan_with_reservation,regular_tct_no_reservation,regular_tct_with_reservation,regular_makespan_cost,regular_tct_cost,baseline_response_delay,reserved_response_delay,response_benefit,baseline_completion_time,reserved_completion_time,completion_benefit,baseline_feasibility_rate,reserved_feasibility_rate,baseline_tail_time,reserved_tail_time,baseline_waiting_position,reserved_waiting_position,regular_no_reservation_runtime_sec,regular_with_reservation_runtime_sec,regular_no_reservation_mip_gap,regular_with_reservation_mip_gap,baseline_waiting_indicator,regular_instance_label
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,6,2,1,alns,makespan,5,3,0.3,325.5,1085,1109,,,24,,287.0,596.0,-309.0,701.0,709.0,-8.0,1,1,0,0,1,1,13.715706825256348,13.551572799682617,,,0,w6_l18_n10_o10_k10_p5_seed1
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,6,2,1,alns,makespan,5,3,0.5,542.5,1085,1109,,,24,,287.0,596.0,-309.0,701.0,709.0,-8.0,1,1,0,0,1,1,13.715706825256348,13.551572799682617,,,0,w6_l18_n10_o10_k10_p5_seed1
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,8,0,2,alns,makespan,5,3,0.1,108.60000000000001,1086,1087,,,1,,267.0,,,780.0,,,1,0,0,0,0,2,13.562607765197754,13.322388172149658,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,8,0,2,alns,makespan,5,3,0.3,325.8,1086,1087,,,1,,266.99999999999994,,,780.0,,,1,0,0,0,0,2,13.562607765197754,13.322388172149658,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,8,0,2,alns,makespan,5,3,0.5,543.0,1086,1087,,,1,,267.0,,,780.0,,,1,0,0,0,0,2,13.562607765197754,13.322388172149658,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,7,1,2,alns,makespan,5,3,0.1,108.60000000000001,1086,1087,,,1,,267.0,,,780.0,,,1,0,0,0,0,2,13.550486326217651,13.320459365844727,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,7,1,2,alns,makespan,5,3,0.3,325.8,1086,1087,,,1,,266.99999999999994,,,780.0,,,1,0,0,0,0,2,13.550486326217651,13.320459365844727,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,7,1,2,alns,makespan,5,3,0.5,543.0,1086,1087,,,1,,267.0,,,780.0,,,1,0,0,0,0,2,13.550486326217651,13.320459365844727,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,6,2,2,alns,makespan,5,3,0.1,108.60000000000001,1086,1087,,,1,,267.0,,,780.0,,,1,0,0,0,0,2,13.747760534286499,13.355551481246948,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,6,2,2,alns,makespan,5,3,0.3,325.8,1086,1087,,,1,,266.99999999999994,,,780.0,,,1,0,0,0,0,2,13.747760534286499,13.355551481246948,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,6,2,2,alns,makespan,5,3,0.5,543.0,1086,1087,,,1,,267.0,,,780.0,,,1,0,0,0,0,2,13.747760534286499,13.355551481246948,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,8,0,2,alns,makespan,5,3,0.1,108.60000000000001,1086,1084,,,-2,,267.0,,,780.0,,,1,0,0,0,0,2,13.611412048339844,13.287189245223999,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,8,0,2,alns,makespan,5,3,0.3,325.8,1086,1084,,,-2,,266.99999999999994,,,780.0,,,1,0,0,0,0,2,13.611412048339844,13.287189245223999,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,8,0,2,alns,makespan,5,3,0.5,543.0,1086,1084,,,-2,,267.0,,,780.0,,,1,0,0,0,0,2,13.611412048339844,13.287189245223999,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,7,1,2,alns,makespan,5,3,0.1,108.60000000000001,1086,1084,,,-2,,267.0,,,780.0,,,1,0,0,0,0,2,13.729053020477295,13.326286554336548,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,7,1,2,alns,makespan,5,3,0.3,325.8,1086,1084,,,-2,,266.99999999999994,,,780.0,,,1,0,0,0,0,2,13.729053020477295,13.326286554336548,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,7,1,2,alns,makespan,5,3,0.5,543.0,1086,1084,,,-2,,267.0,,,780.0,,,1,0,0,0,0,2,13.729053020477295,13.326286554336548,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,6,2,2,alns,makespan,5,3,0.1,108.60000000000001,1086,1084,,,-2,,267.0,,,780.0,,,1,0,0,0,0,2,13.824104070663452,13.398293495178223,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,6,2,2,alns,makespan,5,3,0.3,325.8,1086,1084,,,-2,,266.99999999999994,,,780.0,,,1,0,0,0,0,2,13.824104070663452,13.398293495178223,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,6,2,2,alns,makespan,5,3,0.5,543.0,1086,1084,,,-2,,267.0,,,780.0,,,1,0,0,0,0,2,13.824104070663452,13.398293495178223,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,8,0,2,alns,makespan,5,3,0.1,108.60000000000001,1086,1092,,,6,,267.0,429.0,-162.0,780.0,729.0,51.0,1,1,0,0,0,2,13.612919807434082,13.183025598526001,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,8,0,2,alns,makespan,5,3,0.3,325.8,1086,1092,,,6,,266.99999999999994,428.99999999999994,-162.0,780.0,729.0,51.0,1,1,0,0,0,2,13.612919807434082,13.183025598526001,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,8,0,2,alns,makespan,5,3,0.5,543.0,1086,1092,,,6,,267.0,429.0,-162.0,780.0,729.0,51.0,1,1,0,0,0,2,13.612919807434082,13.183025598526001,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,7,1,2,alns,makespan,5,3,0.1,108.60000000000001,1086,1092,,,6,,267.0,429.0,-162.0,780.0,729.0,51.0,1,1,0,0,0,2,13.58513355255127,13.197900772094727,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,7,1,2,alns,makespan,5,3,0.3,325.8,1086,1092,,,6,,266.99999999999994,428.99999999999994,-162.0,780.0,729.0,51.0,1,1,0,0,0,2,13.58513355255127,13.197900772094727,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,7,1,2,alns,makespan,5,3,0.5,543.0,1086,1092,,,6,,267.0,429.0,-162.0,780.0,729.0,51.0,1,1,0,0,0,2,13.58513355255127,13.197900772094727,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,6,2,2,alns,makespan,5,3,0.1,108.60000000000001,1086,1092,,,6,,267.0,616.0,-349.0,780.0,729.0,51.0,1,1,0,0,0,2,13.775271654129028,13.218108654022217,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,6,2,2,alns,makespan,5,3,0.3,325.8,1086,1092,,,6,,266.99999999999994,616.0,-349.00000000000006,780.0,729.0,51.0,1,1,0,0,0,2,13.775271654129028,13.218108654022217,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,6,2,2,alns,makespan,5,3,0.5,543.0,1086,1092,,,6,,267.0,616.0,-349.0,780.0,729.0,51.0,1,1,0,0,0,2,13.775271654129028,13.218108654022217,,,0,w6_l18_n10_o10_k10_p5_seed2
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,8,0,3,alns,makespan,5,3,0.1,108.30000000000001,1083,1084,,,1,,307.0,,,735.0,,,1,0,0,0,2,0,13.33247184753418,13.2674241065979,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,8,0,3,alns,makespan,5,3,0.3,324.9,1083,1084,,,1,,307.0,,,735.0000000000001,,,1,0,0,0,2,0,13.33247184753418,13.2674241065979,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,8,0,3,alns,makespan,5,3,0.5,541.5,1083,1084,,,1,,307.0,,,735.0,,,1,0,0,0,2,0,13.33247184753418,13.2674241065979,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,7,1,3,alns,makespan,5,3,0.1,108.30000000000001,1083,1084,,,1,,307.0,,,735.0,,,1,0,0,0,2,0,13.244486808776855,13.199783086776733,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,7,1,3,alns,makespan,5,3,0.3,324.9,1083,1084,,,1,,307.0,,,735.0000000000001,,,1,0,0,0,2,0,13.244486808776855,13.199783086776733,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,7,1,3,alns,makespan,5,3,0.5,541.5,1083,1084,,,1,,307.0,,,735.0,,,1,0,0,0,2,0,13.244486808776855,13.199783086776733,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,6,2,3,alns,makespan,5,3,0.1,108.30000000000001,1083,1084,,,1,,307.0,,,735.0,,,1,0,0,0,2,0,13.341136693954468,13.26643967628479,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,6,2,3,alns,makespan,5,3,0.3,324.9,1083,1084,,,1,,307.0,,,735.0000000000001,,,1,0,0,0,2,0,13.341136693954468,13.26643967628479,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,10,0,8,6,2,3,alns,makespan,5,3,0.5,541.5,1083,1084,,,1,,307.0,,,735.0,,,1,0,0,0,2,0,13.341136693954468,13.26643967628479,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,8,0,3,alns,makespan,5,3,0.1,108.30000000000001,1083,1086,,,3,,307.0,,,735.0,,,1,0,0,0,2,1,13.232680320739746,13.258564233779907,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,8,0,3,alns,makespan,5,3,0.3,324.9,1083,1086,,,3,,307.0,,,735.0000000000001,,,1,0,0,0,2,1,13.232680320739746,13.258564233779907,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,8,0,3,alns,makespan,5,3,0.5,541.5,1083,1086,,,3,,307.0,,,735.0,,,1,0,0,0,2,1,13.232680320739746,13.258564233779907,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,7,1,3,alns,makespan,5,3,0.1,108.30000000000001,1083,1086,,,3,,307.0,,,735.0,,,1,0,0,0,2,1,13.22759222984314,13.279938697814941,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,7,1,3,alns,makespan,5,3,0.3,324.9,1083,1086,,,3,,307.0,,,735.0000000000001,,,1,0,0,0,2,1,13.22759222984314,13.279938697814941,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,7,1,3,alns,makespan,5,3,0.5,541.5,1083,1086,,,3,,307.0,,,735.0,,,1,0,0,0,2,1,13.22759222984314,13.279938697814941,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,6,2,3,alns,makespan,5,3,0.1,108.30000000000001,1083,1086,,,3,,307.0,,,735.0,,,1,0,0,0,2,1,13.169341564178467,13.290034294128418,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,6,2,3,alns,makespan,5,3,0.3,324.9,1083,1086,,,3,,307.0,,,735.0000000000001,,,1,0,0,0,2,1,13.169341564178467,13.290034294128418,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,9,1,8,6,2,3,alns,makespan,5,3,0.5,541.5,1083,1086,,,3,,307.0,,,735.0,,,1,0,0,0,2,1,13.169341564178467,13.290034294128418,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,8,0,3,alns,makespan,5,3,0.1,108.30000000000001,1083,1095,,,12,,307.0,408.99999999999994,-101.99999999999994,735.0,709.0,26.0,1,1,0,0,2,1,13.206481218338013,13.226350545883179,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,8,0,3,alns,makespan,5,3,0.3,324.9,1083,1095,,,12,,307.0,409.0,-102.0,735.0000000000001,709.0000000000001,26.0,1,1,0,0,2,1,13.206481218338013,13.226350545883179,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,8,0,3,alns,makespan,5,3,0.5,541.5,1083,1095,,,12,,307.0,409.0,-102.0,735.0,709.0,26.0,1,1,0,0,2,1,13.206481218338013,13.226350545883179,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,7,1,3,alns,makespan,5,3,0.1,108.30000000000001,1083,1095,,,12,,307.0,408.99999999999994,-101.99999999999994,735.0,709.0,26.0,1,1,0,0,2,1,13.438509702682495,13.221073150634766,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,7,1,3,alns,makespan,5,3,0.3,324.9,1083,1095,,,12,,307.0,409.0,-102.0,735.0000000000001,709.0000000000001,26.0,1,1,0,0,2,1,13.438509702682495,13.221073150634766,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,7,1,3,alns,makespan,5,3,0.5,541.5,1083,1095,,,12,,307.0,409.0,-102.0,735.0,709.0,26.0,1,1,0,0,2,1,13.438509702682495,13.221073150634766,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,6,2,3,alns,makespan,5,3,0.1,108.30000000000001,1083,1095,,,12,,307.0,596.0,-289.0,735.0,709.0,26.0,1,1,0,0,2,1,13.38262152671814,13.240651607513428,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,6,2,3,alns,makespan,5,3,0.3,324.9,1083,1095,,,12,,307.0,596.0,-289.0,735.0000000000001,709.0000000000001,26.0,1,1,0,0,2,1,13.38262152671814,13.240651607513428,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,10,5,10,8,2,8,6,2,3,alns,makespan,5,3,0.5,541.5,1083,1095,,,12,,307.0,596.0,-289.0,735.0,709.0,26.0,1,1,0,0,2,1,13.38262152671814,13.240651607513428,,,0,w6_l18_n10_o10_k10_p5_seed3
emergency_reservation,cleaned_configuration_record,6,18,10,20,5,15,15,0,8,8,0,1,alns,makespan,5,3,0.1,108.4,1084,1076,,,-8,,593.0,,,696.0,,,1,0,0,0,1,0,13.755831480026245,13.87319827079773,,,0,w6_l18_n10_o20_k15_p5_seed1
emergency_reservation,cleaned_configuration_record,6,18,10,20,5,15,15,0,8,8,0,1,alns,makespan,5,3,0.3,325.2,1084,1076,,,-8,,593.0,,,696.0,,,1,0,0,0,1,0,13.755831480026245,13.87319827079773,,,0,w6_l18_n10_o20_k15_p5_seed1
emergency_reservation,cleaned_configuration_record,6,18,10,20,5,15,15,0,8,8,0,1,alns,makespan,5,3,0.5,542.0,1084,1076,,,-8,,593.0,,,696.0,,,1,0,0,0,1,0,13.755831480026245,13.87319827079773,,,0,w6_l18_n10_o20_k15_p5_seed1
emergency_reservation,cleaned_configuration_record,6,18,10,20,5,15,15,0,8,7,1,1,alns,makespan,5,3,0.1,108.4,1084,1076,,,-8,,593.0,,,696.0,,,1,0,0,0,1,0,13.638888120651245,13.83122181892395,,,0,w6_l18_n10_o20_k15_p5_seed1
emergency_reservation,cleaned_configuration_record,6,18,10,20,5,15,15,0,8,7,1,1,alns,makespan,5,3,0.3,325.2,1084,1076,,,-8,,593.0,,,696.0,,,1,0,0,0,1,0,13.638888120651245,13.83122181892395,,,0,w6_l18_n10_o20_k15_p5_seed1
emergency_reservation,cleaned_configuration_record,6,18,10,20,5,15,15,0,8,7,1,1,alns,makespan,5,3,0.5,542.0,1084,1076,,,-8,,593.0,,,696.0,,,1,0,0,0,1,0,13.638888120651245,13.83122181892395,,,0,w6_l18_n10_o20_k15_p5_seed1
emergency_reservation,cleaned_configuration_record,6,18,10,20,5,15,15,0,8,6,2,1,alns,makespan,5,3,0.1,108.4,1084,1076,,,-8,,593.0,,,696.0,,,1,0,0,0,1,0,13.57694959640503,13.829910516738892,,,0,w6_l18_n10_o20_k15_p5_seed1
emergency_reservation,cleaned_configuration_record,6,18,10,20,5,15,15,0,8,6,2,1,alns,makespan,5,3,0.3,325.2,1084,1076,,,-8,,593.0,,,696.0,,,1,0,0,0,1,0,13.57694959640503,13.829910516738892,,,0,w6_l18_n10_o20_k15_p5_seed1
emergency_reservation,cleaned_configuration_record,6,18,10,20,5,15,15,0,8,6,2,1,alns,makespan,5,3,0.5,542.0,1084,1076,,,-8,,593.0,,,696.0,,,1,0,0,0,1,0,13.57694959640503,13.829910516738892,,,0,w6_l18_n10_o20_k15_p5_seed1
